loyalty_card_num,lifestage,premium_customer
4118,young singles / couples,mainstream
4119,retirees,mainstream
4120,midage singles / couples,mainstream
4121,older singles / couples,budget
4122,older families,budget
4123,midage singles / couples,mainstream
4124,older families,mainstream
4125,midage singles / couples,mainstream
4126,retirees,premium
4127,young families,mainstream
4128,older singles / couples,mainstream
4129,new families,mainstream
4130,older singles / couples,premium
4131,older families,premium
4132,older singles / couples,mainstream
4133,retirees,premium
4134,young families,mainstream
4135,older singles / couples,premium
4136,retirees,budget
4137,retirees,mainstream
4138,midage singles / couples,premium
4139,young singles / couples,mainstream
4140,older singles / couples,mainstream
4141,retirees,premium
4142,older singles / couples,mainstream
4143,older families,mainstream
4144,retirees,premium
4145,older singles / couples,mainstream
4146,older families,budget
4147,retirees,budget
4148,older singles / couples,budget
4149,midage singles / couples,budget
4150,older singles / couples,premium
4151,older singles / couples,budget
4152,midage singles / couples,mainstream
4153,retirees,mainstream
4154,older families,premium
4155,new families,mainstream
4156,older families,premium
4157,young families,budget
4158,retirees,mainstream
4159,young singles / couples,budget
4160,young families,budget
4161,midage singles / couples,premium
4162,young families,budget
4163,older families,budget
4164,young families,mainstream
4165,young singles / couples,mainstream
4166,new families,premium
4167,older families,budget
4168,young singles / couples,budget
4169,older families,premium
4170,midage singles / couples,premium
4171,retirees,budget
4172,young singles / couples,mainstream
4173,older singles / couples,mainstream
4174,young families,budget
4175,midage singles / couples,premium
4176,retirees,mainstream
4177,older families,mainstream
4178,older families,budget
4179,retirees,premium
4180,retirees,premium
4181,young singles / couples,mainstream
4182,young singles / couples,mainstream
4183,older singles / couples,mainstream
4184,young families,budget
4185,retirees,mainstream
4186,retirees,premium
4187,midage singles / couples,mainstream
4188,older singles / couples,budget
4189,young singles / couples,budget
4190,young singles / couples,budget
4191,retirees,budget
4192,older singles / couples,mainstream
4193,retirees,mainstream
4194,young families,mainstream
4195,retirees,premium
4196,midage singles / couples,budget
4197,older singles / couples,budget
4198,older singles / couples,budget
4199,retirees,mainstream
4200,older singles / couples,premium
4201,older singles / couples,mainstream
4202,retirees,budget
4203,midage singles / couples,premium
4204,older singles / couples,budget
4205,young families,budget
4206,older singles / couples,budget
4207,older singles / couples,mainstream
4208,older singles / couples,mainstream
4209,young singles / couples,mainstream
4210,midage singles / couples,mainstream
4211,new families,budget
4212,older singles / couples,mainstream
4213,older families,mainstream
4214,retirees,mainstream
4215,young families,budget
4216,retirees,premium
4217,retirees,budget
4218,older singles / couples,mainstream
4219,older singles / couples,budget
4220,retirees,mainstream
4221,older families,mainstream
4222,young families,budget
4223,new families,premium
4225,midage singles / couples,mainstream
4226,older singles / couples,mainstream
4227,retirees,mainstream
4228,retirees,budget
4229,midage singles / couples,premium
4230,older singles / couples,mainstream
4231,retirees,mainstream
4232,midage singles / couples,premium
4233,older families,mainstream
4234,older families,premium
4235,older singles / couples,premium
4236,older families,budget
4237,older singles / couples,budget
4238,older families,mainstream
4239,retirees,mainstream
4240,young families,premium
4241,new families,premium
4242,new families,budget
4243,older singles / couples,premium
4244,older families,budget
4245,young families,budget
4246,young singles / couples,mainstream
4247,midage singles / couples,premium
4248,older families,budget
4249,retirees,mainstream
4250,retirees,budget
4251,young singles / couples,mainstream
4252,retirees,budget
4253,retirees,premium
4254,midage singles / couples,mainstream
4255,retirees,mainstream
4256,older families,budget
4257,older singles / couples,premium
4258,older singles / couples,budget
4259,young families,mainstream
4260,retirees,budget
4261,young singles / couples,mainstream
4262,older families,budget
4263,older families,mainstream
4264,midage singles / couples,mainstream
4265,older singles / couples,budget
4266,older singles / couples,premium
4267,older singles / couples,mainstream
4268,older singles / couples,premium
4269,midage singles / couples,premium
4270,retirees,budget
4271,retirees,premium
4272,older singles / couples,mainstream
4273,young singles / couples,budget
4274,retirees,mainstream
4275,new families,mainstream
4276,older singles / couples,premium
4277,retirees,mainstream
4278,young singles / couples,mainstream
4279,older singles / couples,mainstream
4280,young families,budget
4281,retirees,premium
4282,retirees,premium
4283,older families,premium
4284,young singles / couples,premium
4285,older families,budget
4286,retirees,premium
4287,older singles / couples,mainstream
4288,retirees,mainstream
4289,midage singles / couples,mainstream
4291,midage singles / couples,mainstream
4292,young families,mainstream
4293,retirees,mainstream
4294,retirees,mainstream
4295,retirees,premium
4296,young singles / couples,budget
4297,retirees,budget
4298,new families,mainstream
4299,young families,premium
4300,older singles / couples,mainstream
4301,young singles / couples,mainstream
4302,retirees,budget
4303,older singles / couples,premium
4304,young families,mainstream
4305,midage singles / couples,premium
4306,retirees,mainstream
4307,young singles / couples,mainstream
4308,older singles / couples,budget
4309,older families,budget
4310,young families,budget
4311,retirees,mainstream
4312,young families,mainstream
4313,young singles / couples,mainstream
4314,new families,premium
4315,young singles / couples,mainstream
4316,older families,budget
4317,young families,premium
4318,young families,budget
4319,older singles / couples,mainstream
4320,young singles / couples,mainstream
4321,older families,mainstream
4322,retirees,budget
4323,retirees,budget
4324,young families,mainstream
4325,older singles / couples,premium
4326,retirees,budget
4327,young singles / couples,budget
4328,older singles / couples,mainstream
4329,midage singles / couples,premium
4330,retirees,mainstream
4331,young singles / couples,premium
4332,young families,budget
4333,midage singles / couples,mainstream
4334,older singles / couples,premium
4335,older singles / couples,budget
4336,young families,mainstream
4337,new families,budget
4338,young families,mainstream
4339,older singles / couples,premium
4340,older singles / couples,premium
4341,retirees,budget
4342,midage singles / couples,premium
4343,retirees,premium
4344,young singles / couples,mainstream
4345,young singles / couples,mainstream
4346,older singles / couples,mainstream
4347,young families,budget
4348,midage singles / couples,mainstream
4349,retirees,budget
4350,retirees,budget
4351,retirees,premium
4352,older singles / couples,mainstream
4353,young singles / couples,mainstream
4354,older singles / couples,mainstream
4355,older families,premium
4356,retirees,mainstream
4357,retirees,mainstream
4358,older singles / couples,budget
4359,older singles / couples,mainstream
4360,retirees,budget
4361,older families,budget
4362,retirees,mainstream
4363,midage singles / couples,budget
4364,young families,budget
4365,young singles / couples,premium
4366,young singles / couples,mainstream
4367,young singles / couples,mainstream
4368,older singles / couples,budget
4369,young families,premium
4370,older singles / couples,premium
4371,midage singles / couples,budget
4372,older families,budget
4373,young singles / couples,budget
4374,retirees,mainstream
